,nsga3_adaptation,custom_adaptation,anchors_adaptation,wip_adaptation,nsga3_confidence,custom_confidence,anchors_confidence,wip_confidence,nsga3_score,custom_score,anchors_score,wip_score,score_diff_custom_NSGA,score_diff_anchors_custom,score_diff_anchors_nsga,score_diff_anchors_wip,score_improvement_NSGA_custom[%],score_improvement_anchors_custom[%],score_improvement_anchors_NSGA[%],score_improvement_anchors_WIP[%],nsga3_time,custom_time,anchors_time,wip_time,speed-up_custom_NSGA,speed-up_anchors_NSGA,speed-up_anchors_custom,speed-up_WIP_anchors,iterations_anchors,iterations_wip
10,"[ 2.52459354 99.03825889 98.74253708 25.5776     80.         84.8539
 31.8899     74.7211      0.        ]","[13.13356869 98.93582727 93.9329303  25.5776     80.         84.8539
 31.8899     74.7211      0.        ]",[12.8168 79.     97.8579 25.5776 80.     84.8539 31.8899 74.7211  0.    ],[12.9218 72.078  99.9429 25.5776 80.     84.8539 31.8899 74.7211  0.    ],[0.31977666 0.69715145 0.11872462 0.49797063],[0.31977666 0.67005065 0.11872462 0.51387429],[0.31977666 0.61928966 0.11872462 0.51387429],[0.19487522 0.65548856 0.11872462 0.51387429],79.16619757219803,94.68721111111108,110.38130000000001,115.32329999999996,15.521013538913053,15.694088888888928,31.21510242780198,-4.94199999999995,0.1960560695713368,0.1657466589703718,0.39429836704402044,-0.04285343898414243,0.2125248908996582,0.026721715927124023,0.23501300811767578,0.04456806182861328,7.953265107647285,0.9043111809080912,0.1137031355887497,0.1896408296101514,1002,24
11,"[ 0.54049987 52.29996917 99.96481879 84.927      52.          5.5388
 84.7654     63.1418      1.        ]","[ 2.0379798  52.51848182 89.89321717 84.927      52.          5.5388
 84.7654     63.1418      1.        ]",[25.077  75.658  90.544  84.927  52.      5.5388 84.7654 63.1418  1.    ],[29.292  99.85   84.0835 84.927  52.      5.5388 84.7654 63.1418  1.    ],[0.95844724 0.71550215 0.82329691 0.90158956],[0.95844724 0.68406775 0.82329691 0.90158956],[[0.95844724 0.62571414 0.82329691 0.85894502]],[0.95844724 0.62185422 0.79541997 0.85894502],63.34871191968665,74.6992808080808,73.94799999999992,60.43150000000003,11.35056888839415,-0.7512808080808782,10.599288080313272,13.516499999999894,0.17917600128609362,-0.010057403497780481,0.16731655244626006,0.22366646533678441,0.22001051902770996,0.02511882781982422,0.27956223487854004,0.05199122428894043,8.758789247883367,0.7869822586133524,0.08985057595757691,0.18597370389290524,1002,120
12,"[ 0.53063853 52.64503175 99.93385284 78.3407     69.         29.4749
 50.9291     24.9435      1.        ]","[ 2.0379798  44.4459     94.94285859 78.3407     69.         29.4749
 50.9291     24.9435      1.        ]",[25.755  66.026  98.8075 78.3407 69.     29.4749 50.9291 24.9435  1.    ],[24.424  84.9625 96.085  78.3407 69.     29.4749 50.9291 24.9435  1.    ],[0.96221849 0.70998721 0.87562016 0.95109022],[0.96221849 0.613493   0.89986016 0.9471377 ],[[0.96221849 0.6462433  0.87562016 0.92066983]],[0.96221849 0.63330579 0.87562016 0.92066983],69.61105394756851,84.30852121212126,82.58079999999995,65.0358,14.697467264552756,-1.7277212121213097,12.969746052431447,17.54499999999996,0.2111369736712072,-0.02049284209094763,0.18631733491925495,0.26977449343284715,0.22540903091430664,0.029714107513427734,0.19362664222717285,0.04052734375,7.585926341972238,1.1641426423634669,0.15346084181207664,0.20930664955936804,1002,84
13,"[ 9.7928197  98.5125043  98.84164064 84.5369     38.         65.241
 27.6854      2.1846      0.        ]","[ 2.0379798  52.51848182 97.97264343 84.5369     38.         65.241
 27.6854      2.1846      0.        ]",[18.035  85.6555 91.5475 84.5369 38.     65.241  27.6854  2.1846  0.    ],[17.07   80.929  91.6985 84.5369 38.     65.241  27.6854  2.1846  0.    ],[0.74710705 0.3142237  0.06438695 0.38080327],[0.70429193 0.22803872 0.03733258 0.39786279],[0.75961043 0.25841779 0.06438695 0.0821745 ],[0.75961043 0.25841779 0.06438695 0.0821745 ],27.901774758922272,67.00995454545455,56.295099999999934,59.90559999999999,39.108179786532276,-10.714854545454614,28.39332524107766,-3.6105000000000587,1.401637713888665,-0.1598994450620983,1.0176171761976611,-0.060269824523918616,0.2075037956237793,0.006428718566894531,0.18961000442504883,0.05398845672607422,32.27762943183504,1.094371556253002,0.033904954468980814,0.2847342200628205,1002,48
14,"[31.54304314 99.92438245 89.58367667 36.7494     52.         69.1701
  1.4493      9.4642      1.        ]",[35.022  99.9449 81.085  36.7494 52.     69.1701  1.4493  9.4642  1.    ],[40.989  90.14   92.5525 36.7494 52.     69.1701  1.4493  9.4642  1.    ],[40.752  84.9625 90.571  36.7494 52.     69.1701  1.4493  9.4642  1.    ],[0.1701379  0.42775206 0.83240757 0.91647892],[0.1701379  0.39826432 0.83147044 0.8504878 ],[0.13885279 0.30553851 0.82017897 0.88466107],[0.13885279 0.30553851 0.82017897 0.89600319],105.28558402546804,117.24270000000001,121.54709999999989,128.46910000000003,11.957115974531973,4.304399999999873,16.261515974531846,-6.922000000000139,0.11356840620877032,0.03671358643224587,0.15445149613833428,-0.0538806607970332,0.20776915550231934,0.009506940841674805,0.16396498680114746,0.055715322494506836,21.854470219435736,1.2671556260623889,0.0579815302470922,0.3398001218520937,1002,72
15,"[3.49929545e-01 5.26554465e-03 1.80113942e+01 6.67752000e+01
 5.00000000e+00 9.92045000e+01 8.31858000e+01 5.85356000e+01
 0.00000000e+00]","[2.06000000e-02 5.25184818e+01 9.59527869e+01 6.67752000e+01
 5.00000000e+00 9.92045000e+01 8.31858000e+01 5.85356000e+01
 0.00000000e+00]",[ 0.      0.     85.3597 66.7752  5.     99.2045 83.1858 58.5356  0.    ],[46.134  72.078  89.5722 66.7752  5.     99.2045 83.1858 58.5356  0.    ],[0.00257068 0.25209188 0.80948411 0.78455854],[0.01508377 0.74859366 0.0342089  0.28696036],[0.00383744 0.21952631 0.55828874 0.81960914],[0.02389321 0.15302019 0.0360416  0.32809852],215.55806981146196,84.7741313131313,147.86510000000004,117.70859999999999,-130.78393849833066,63.090968686868734,-67.69296981146192,30.15650000000005,-0.606722534733777,0.7442243017958958,-0.3140358877339625,0.2561962337501258,0.2576003074645996,0.013782978057861328,0.11937642097473145,0.046730995178222656,18.68974225912472,2.1578826485267655,0.11545812770495766,0.3914591742377187,1002,36
16,"[ 0.96998856 65.96475015 96.72376442 83.5925     93.         48.5624
 45.6136     59.732       0.        ]","[ 2.0379798  44.4459     94.94285859 83.5925     93.         48.5624
 45.6136     59.732       0.        ]",[25.755  88.351  98.8075 83.5925 93.     48.5624 45.6136 59.732   0.    ],[25.665  90.627  96.2085 83.5925 93.     48.5624 45.6136 59.732   0.    ],[0.83272992 0.87456263 0.29484964 0.55181805],[0.76194539 0.87681674 0.34799457 0.4946307 ],[0.82616606 0.86827313 0.29484964 0.40959368],[0.82616606 0.86827313 0.29484964 0.40959368],54.68897398888248,79.05672121212126,55.003999999999905,55.23700000000008,24.36774722323878,-24.052721212121355,0.3150260111174248,-0.23300000000017462,0.44556965409869287,-0.30424637960362955,0.0057603203742945565,-0.0042181870847470765,0.2095787525177002,0.03987002372741699,0.20020031929016113,0.31738710403442383,5.2565494806460675,1.046845246105459,0.19915065005281643,1.5853476416009984,1002,1002
17,"[ 6.19383555 99.87828771 99.93120687 37.4626     99.         47.524
 93.6614     23.142       1.        ]","[13.13356869 65.63642727 97.97264343 37.4626     99.         47.524
 93.6614     23.142       1.        ]",[25.755  99.8684 99.85   37.4626 99.     47.524  93.6614 23.142   1.    ],[25.07   71.7974 81.085  37.4626 99.     47.524  93.6614 23.142   1.    ],[0.96376952 0.78704771 0.62368148 0.60992673],[0.96376952 0.62789821 0.58741561 0.60254193],[0.96376952 0.7596025  0.60626033 0.54601874],[0.96376952 0.5840479  0.55409993 0.48916925],68.92174097463021,112.061897979798,88.57399999999996,134.72500000000002,43.140157005167794,-23.48789797979805,19.652259025369744,-46.15100000000007,0.6259295890544537,-0.2095975385320739,0.28513874936217376,-0.3425570606791617,0.21174407005310059,0.031728506088256836,0.027945756912231445,0.05507373809814453,6.67362243479437,7.576966718708675,1.135360412240963,1.9707370342880055,138,52
18,"[12.35431796 71.55728009 95.78895302 28.56       59.         63.4862
 56.1855     30.095       0.        ]","[13.13356869 71.93582727 93.9329303  28.56       59.         63.4862
 56.1855     30.095       0.        ]",[21.895  72.8549 97.765  28.56   59.     63.4862 56.1855 30.095   0.    ],[25.07   52.8549 81.085  28.56   59.     63.4862 56.1855 30.095   0.    ],[0.80863312 0.76971843 0.11105916 0.43861218],[0.80863312 0.76971843 0.11105916 0.43861218],[0.81883221 0.76971843 0.11105916 0.368665  ],[0.811683   0.73554182 0.10556747 0.32816325],116.44808485272819,118.7048111111111,122.71509999999995,162.5701,2.256726258382912,4.0102888888888515,6.2670151472717635,-39.85500000000005,0.019379676885515052,0.0337837097869193,0.053818104052098865,-0.24515578202879895,0.1872091293334961,0.22013378143310547,0.21000218391418457,0.048241376876831055,0.8504334414951458,0.8914627735966658,1.0482452007406793,0.2297184532925831,1002,29
19,"[ 2.36567113 65.43846888 99.13502044 44.306      80.         80.3861
 22.0393     49.9601      0.        ]","[ 2.0379798  98.93582727 93.9329303  44.306      80.         80.3861
 22.0393     49.9601      0.        ]",[25.755  75.377  92.7686 44.306  80.     80.3861 22.0393 49.9601  0.    ],[25.07   52.306  94.0251 44.306  80.     80.3861 22.0393 49.9601  0.    ],[0.52060658 0.82464059 0.15439174 0.55181805],[0.45036811 0.85690351 0.15439174 0.55945624],[0.5090162  0.81373935 0.15439174 0.40959368],[0.48467648 0.84345275 0.15439174 0.3672108 ],93.4861818099011,64.86322222222219,113.30340000000001,134.43290000000002,-28.622959587678906,48.44017777777782,19.817218190098913,-21.129500000000007,-0.30617315878706103,0.7468049862188649,0.21198018580324646,-0.1571750665201748,0.21343088150024414,0.035657405853271484,0.20700311660766602,0.04821157455444336,5.985597560812527,1.0310515367976836,0.17225540580074036,0.2329026506679075,1002,31
20,"[ 2.36113236 98.51558029 99.96145089 89.7639     90.         70.9608
 11.2571      1.0551      1.        ]","[ 3.0466697  65.63642727 97.97264343 89.7639     90.         70.9608
 11.2571      1.0551      1.        ]",[19.     77.166  98.8075 89.7639 90.     70.9608 11.2571  1.0551  1.    ],"[ 11.5545  96.424  100.      89.7639  90.      70.9608  11.2571   1.0551
   1.    ]",[0.89895146 0.19477093 0.44147096 0.74247858],[0.92569614 0.12810259 0.308158   0.71763492],[0.92569614 0.1582176  0.36557018 0.68658992],[0.6312786  0.13019527 0.44147096 0.69855949],14.12020118244061,49.67369898989898,53.26259999999991,25.366600000000062,35.55349780745837,3.588901010100926,39.1423988175593,27.895999999999844,2.517917227105196,0.0722495220424539,2.772085065348461,1.099713796882506,0.3509352207183838,0.007029533386230469,0.052248477935791016,0.05567646026611328,49.92297517297517,6.716659213492375,0.13454044335739643,1.0656092285508292,180,108
21,"[ 0.80047827 52.33741113 99.94718682 70.1467     85.         63.797
 56.6518     41.608       1.        ]","[ 2.0379798  52.51848182 93.95278687 70.1467     85.         63.797
 56.6518     41.608       1.        ]",[21.6655 87.312  96.0543 70.1467 85.     63.797  56.6518 41.608   1.    ],[29.044  84.0555 98.1003 70.1467 85.     63.797  56.6518 41.608   1.    ],[0.92610302 0.70332394 0.88974563 0.92430703],[0.94452133 0.66961792 0.88974563 0.92430703],[[0.94452133 0.62580925 0.88974563 0.89444144]],[0.94452133 0.62713305 0.88372458 0.89444144],78.36918031394987,85.42001111111108,68.15249999999992,76.74149999999997,7.050830797161211,-17.267511111111162,-10.21668031394995,-8.589000000000055,0.08996943401622065,-0.20214831263192234,-0.13036604789052977,-0.1119211899689224,0.22901439666748047,0.029974937438964844,0.28020524978637695,0.03894615173339844,7.6401959848557155,0.8173094431388298,0.10697493163249852,0.13899151341058108,1002,114
22,"[ 1.59803155 52.4673157  99.93999981 58.6848     31.         50.4297
 57.1459     49.0413      1.        ]","[ 2.0379798  52.51848182 89.89321717 58.6848     31.         50.4297
 57.1459     49.0413      1.        ]",[49.2972 95.624  90.544  58.6848 31.     50.4297 57.1459 49.0413  1.    ],[18.9115 79.0265 90.318  58.6848 31.     50.4297 57.1459 49.0413  1.    ],[0.93020312 0.68623381 0.88591598 0.91935299],[0.94765726 0.65313327 0.88591598 0.91935299],[[0.94765726 0.6056918  0.86033033 0.88777007]],[0.94765726 0.62170809 0.88591598 0.88777007],90.50591603648382,100.94148080808077,104.44439999999986,90.88220000000001,10.435564771596944,3.5029191919190907,13.938483963516035,13.562199999999848,0.1153025705788146,0.03470247477921552,0.15400632990552016,0.14922834174348604,0.21996426582336426,0.017889738082885742,0.3042750358581543,0.06407976150512695,12.295555407476511,0.7229126280537399,0.05879462977444363,0.21059815612017346,1002,114
23,"[28.68906479 99.84214623 99.95613075 33.9906     13.         89.3303
 21.22       98.3749      1.        ]","[ 2.0379798 86.1219    94.219     33.9906    13.        89.3303
 21.22      98.3749     1.       ]","[ 31.2013 100.     100.      33.9906  13.      89.3303  21.22    98.3749
   1.    ]",[35.1793 86.1219 94.219  33.9906 13.     89.3303 21.22   98.3749  1.    ],[0.00732145 0.14682759 0.87168676 0.89040621],[0.01474628 0.02703901 0.88380581 0.90899608],[0.00234565 0.10355358 0.8622171  0.80290551],[0.01270287 0.0307607  0.8622171  0.89040621],94.90018782172535,87.7064797979798,97.21069999999997,120.8478,-7.1937080237455575,9.504220202020178,2.310512178274621,-23.637100000000032,-0.07580288499807071,0.10836394555923216,0.024346760857997786,-0.1955939619918611,0.23625731468200684,0.011641502380371094,0.11495089530944824,0.04568815231323242,20.29440075366593,2.055289034904872,0.10127369907848152,0.39745799447877067,1002,28
24,"[ 8.96664003 99.9177291  99.93600157  6.5077     77.         38.9179
 81.9749     47.4881      1.        ]","[13.13356869 98.93582727 93.9329303   6.5077     77.         38.9179
 81.9749     47.4881      1.        ]",[24.1467 73.09   99.85    6.5077 77.     38.9179 81.9749 47.4881  1.    ],"[ 10.8257  62.42   100.       6.5077  77.      38.9179  81.9749  47.4881
   1.    ]",[0.96664972 0.2564156  0.14629569 0.36759889],[0.96664972 0.16426743 0.14629569 0.36759889],[0.96664972 0.09009984 0.14629569 0.30897015],[0.79067664 0.07219484 0.14629569 0.36759889],102.60520934844192,113.7571111111111,144.69899999999996,141.89800000000002,11.151901762669183,30.941888888888855,42.09379065155804,2.800999999999931,0.108687481205734,0.27199960149011415,0.41025003427077206,0.019739531212560644,0.2298908233642578,0.026578903198242188,0.2799842357635498,0.05521202087402344,8.649372084678866,0.8210848826446197,0.09492999891854056,0.19719689118729772,1002,72
25,"[ 1.4592518  66.04515068 92.37216786 85.5861     52.         16.3857
 60.7145     85.6643      0.        ]","[ 2.0379798  44.4459     91.91307374 85.5861     52.         16.3857
 60.7145     85.6643      0.        ]",[25.755  75.377  98.8075 85.5861 52.     16.3857 60.7145 85.6643  0.    ],[25.07   52.306  81.085  85.5861 52.     16.3857 60.7145 85.6643  0.    ],[0.79157195 0.83815481 0.27608909 0.64725837],[0.70944746 0.81860565 0.36348996 0.64725837],[0.7838123  0.83720443 0.27608909 0.53964528],[0.75546116 0.84614972 0.25257646 0.53964528],57.45583326821276,80.09290606060608,65.98439999999994,106.09289999999999,22.637072792393326,-14.108506060606146,8.52856673178718,-40.10850000000005,0.3939908535782599,-0.17615175618587592,0.1484369166134012,-0.37805074609139777,0.3227417469024658,0.011977434158325195,0.1880805492401123,0.054567813873291016,26.94581682823417,1.7159762038467827,0.06368247118969357,0.29013002191750953,1002,43
26,"[34.77214765 98.51870628 99.90036711 75.8739     52.         74.8953
 27.3021     73.3261      1.        ]","[ 3.0466697  52.51848182 95.95278687 75.8739     52.         74.8953
 27.3021     73.3261      1.        ]",[23.0592 76.922  71.5774 75.8739 52.     74.8953 27.3021 73.3261  1.    ],[22.1042 74.712  91.324  75.8739 52.     74.8953 27.3021 73.3261  1.    ],[0.80242677 0.74303625 0.90206988 0.90332329],[0.88749156 0.67520757 0.90724068 0.90340325],[0.88441228 0.51280647 0.89018331 0.90332329],[0.88749156 0.54312032 0.90724068 0.90332329],60.479174259709225,78.70150101010103,98.6859,80.1943,18.2223267503918,19.984398989898978,38.20672574029078,18.491600000000005,0.3012991988306854,0.25392652914375874,0.6317335877673154,0.23058496676197693,0.28984546661376953,0.013549327850341797,0.2351551055908203,0.34090518951416016,21.391870490937883,1.2325714378411698,0.05761868455417758,1.4497035420840465,1002,1002
27,"[ 0.75004765 44.63689447 98.10012279 77.4615      6.         67.573
 14.8891     37.0886      1.        ]","[ 1.0292899  52.51848182 95.95278687 77.4615      6.         67.573
 14.8891     37.0886      1.        ]",[40.024  92.2147 60.318  77.4615  6.     67.573  14.8891 37.0886  1.    ],[28.646  63.6422 82.452  77.4615  6.     67.573  14.8891 37.0886  1.    ],[0.5887038  0.84144874 0.78363635 0.87463572],[0.5887038  0.39046653 0.72607762 0.88334153],[0.64514037 0.17926726 0.68151206 0.82968877],[0.65079093 0.20658093 0.72552352 0.81464506],80.5515303919642,75.09652121212122,110.02980000000002,105.09030000000001,-5.455009179842989,34.933278787878805,29.478269608035816,4.9395000000000095,-0.06772073917526933,0.46517838941173584,0.36595542585714247,0.04700243504871533,0.20960116386413574,0.015249490737915039,0.2551281452178955,0.055780887603759766,13.74479761104423,0.8215524934935076,0.05977188727998243,0.21863870627099716,1002,78
