formation,flying_speed,countermeasure,weather,day_time,threat_range,#threats,req_0,req_1,req_2,req_3,req_4,req_5,req_6,req_7,req_8,req_9,req_10,req_11
1.0,50.0,0.0,4.0,4.0,7807.9046,60.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,5.0,1.0,3.0,3.0,19671.1355,95.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,5.272619589626999,0.0,4.0,20.0,32533.0931,49.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.275160291342182,0.0,4.0,22.0,13094.8246,16.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.279940456862949,0.0,3.0,10.0,1401.1133,78.0,True,False,True,False,False,False,False,False,False,False,False,False
1.0,5.277230834752833,0.0,2.0,21.0,27471.163,9.0,True,False,True,False,False,False,False,False,False,False,False,True
1.0,5.270013379792472,0.0,2.0,13.0,22182.1609,65.0,False,True,True,False,True,True,False,True,False,True,True,True
1.0,5.271456206181125,0.0,3.0,10.0,23098.9478,92.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.268872516484287,0.0,1.0,16.0,31921.0238,2.0,True,False,True,False,False,True,False,True,True,True,True,True
1.0,5.268530135743479,0.0,4.0,23.0,30920.6856,87.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.27040122256776,0.0,4.0,15.0,18347.474,30.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,48.97331957395741,0.0,4.0,9.0,25362.7319,75.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,50.0,0.0,2.0,6.0,14634.2469,77.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,5.2873541196685725,0.0,1.0,14.0,2460.4182,10.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,3.0,3.0,29518.3985,74.0,False,True,True,False,True,True,False,False,False,False,False,True
0.0,5.288705573988505,0.0,4.0,9.0,37531.57,24.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.268466418457892,0.0,4.0,13.0,28159.4903,18.0,False,False,True,False,False,True,False,True,False,True,True,True
1.0,5.2757196057319184,0.0,4.0,7.0,31984.8469,57.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.247525827833188,0.0,2.0,21.0,9509.7598,14.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.269007989723068,0.0,3.0,15.0,6219.2418,9.0,True,False,True,False,False,False,False,False,False,False,False,False
1.0,5.287345641722318,0.0,1.0,6.0,17544.0961,6.0,True,False,True,False,False,False,False,False,False,False,False,True
1.0,5.275556408781826,0.0,4.0,14.0,19334.8582,3.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.280561449243418,0.0,3.0,8.0,27684.4351,7.0,True,False,True,False,False,False,False,False,False,False,False,False
0.0,5.0,1.0,2.0,4.0,21367.1683,99.0,True,False,True,False,False,False,False,False,False,False,False,True
0.0,5.2706439150204565,0.0,4.0,16.0,32957.1864,10.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,5.270635376241135,0.0,4.0,19.0,27762.1362,48.0,False,True,True,False,True,True,False,True,False,True,True,True
1.0,5.272545776009896,0.0,3.0,9.0,32136.0463,5.0,False,True,True,False,True,True,False,False,False,False,True,True
1.0,5.269633772848325,0.0,4.0,20.0,34515.5059,6.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,3.0,2.0,32371.0895,21.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,5.269919424802325,0.0,3.0,5.0,29394.6568,22.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.279669741168451,0.0,1.0,13.0,38293.4386,14.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.268411637865916,0.0,4.0,1.0,12432.1431,19.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,1.0,15.0,32019.4966,45.0,True,False,True,False,False,False,False,False,False,False,True,True
1.0,5.282609084899538,0.0,4.0,13.0,9617.3984,68.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.272370046531627,0.0,1.0,5.0,12065.2441,7.0,True,False,True,False,False,False,False,False,False,False,False,False
1.0,5.280056662568835,0.0,4.0,10.0,12593.6414,67.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.218293526828731,0.0,2.0,18.0,12899.8572,94.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.245108816586523,0.0,3.0,1.0,31076.618,95.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.269238786625233,0.0,3.0,8.0,6266.6762,85.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,4.0,20.0,27400.7153,72.0,True,False,True,False,False,False,False,False,False,False,False,False
1.0,5.270545296192827,0.0,2.0,14.0,37639.1483,29.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,3.0,0.0,26564.2734,55.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,5.268982818210066,0.0,4.0,0.0,1808.612,4.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,5.268946934357436,0.0,4.0,10.0,37455.7776,23.0,False,True,True,False,True,True,False,False,False,False,False,False
1.0,50.0,0.0,3.0,2.0,2297.1535,46.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,48.95355973187726,0.0,3.0,7.0,4816.8753,71.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,50.0,0.0,4.0,2.0,2667.0634,44.0,False,True,True,False,True,True,False,False,False,False,True,True
1.0,5.268420965969175,0.0,4.0,0.0,7498.9657,36.0,True,False,True,False,False,False,False,False,False,False,False,True
1.0,50.0,0.0,4.0,3.0,16321.0887,67.0,False,False,True,False,False,False,False,False,False,False,False,True
1.0,50.0,0.0,1.0,7.0,22128.3862,76.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.271082680467372,0.0,2.0,1.0,7689.904,15.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,5.1534753193244445,1.0,3.0,21.0,29545.7896,100.0,True,False,True,False,False,False,False,False,False,False,False,True
1.0,50.0,0.0,2.0,11.0,14397.7431,83.0,False,True,True,False,True,True,False,False,False,False,True,True
1.0,5.272458701268725,0.0,3.0,3.0,18588.2204,9.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,1.0,19.0,11001.8175,42.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,2.0,8.0,27867.8481,77.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,50.0,0.0,3.0,9.0,21218.6341,75.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,11.631823354476657,0.0,4.0,18.0,10514.5781,36.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,50.0,0.0,2.0,10.0,25251.5799,22.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,5.276526253343972,0.0,3.0,19.0,19298.2819,10.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,3.0,12.0,25377.2176,73.0,False,False,True,False,False,True,False,False,False,False,False,True
1.0,50.0,0.0,2.0,11.0,38421.1407,73.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,5.268721528968898,0.0,4.0,9.0,3942.477,65.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.0,1.0,2.0,11.0,10244.5944,99.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,5.269670833177292,0.0,3.0,19.0,5758.0904,69.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.273343969916532,0.0,2.0,9.0,16284.5714,24.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.2721144906568345,0.0,2.0,13.0,5039.4022,42.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,5.0,1.0,2.0,2.0,25215.8961,95.0,True,False,True,False,False,False,False,False,False,False,False,False
1.0,5.269827901437756,0.0,1.0,23.0,24238.4981,15.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,1.0,3.0,34813.1734,60.0,False,False,True,False,False,False,False,False,False,False,False,True
1.0,50.0,0.0,3.0,11.0,36959.1365,40.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,50.0,0.0,2.0,21.0,2338.2267,53.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,5.271445587414192,0.0,2.0,5.0,1757.2613,26.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,5.0,1.0,2.0,1.0,25227.6695,21.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.268521941005739,0.0,4.0,5.0,20892.2888,9.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,5.0,1.0,1.0,1.0,36170.9239,99.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.287310582272308,0.0,4.0,21.0,9652.6779,58.0,False,True,True,False,True,True,False,False,False,False,False,False
0.0,5.257020093934097,0.0,1.0,2.0,33583.9297,96.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,42.41933348601102,0.0,2.0,11.0,38129.7192,84.0,False,True,True,False,True,True,False,False,False,False,True,True
1.0,11.63689094853273,0.0,1.0,11.0,31739.9495,73.0,False,True,True,False,True,True,False,True,False,True,True,True
1.0,5.284577938936973,0.0,2.0,14.0,5228.9525,7.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.269232368357956,0.0,1.0,13.0,4972.3993,51.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.274041263972091,0.0,3.0,8.0,22092.9772,91.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.210528063962961,0.0,1.0,21.0,10916.3259,98.0,False,True,True,False,True,True,False,True,False,True,True,True
1.0,5.280586065095672,0.0,4.0,0.0,35300.6715,12.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,48.95378558619993,0.0,3.0,4.0,19849.6758,74.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.268973879656051,0.0,4.0,17.0,17987.4594,69.0,True,False,True,False,False,False,False,False,False,False,False,False
1.0,5.269544531078636,0.0,3.0,16.0,9304.3275,67.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,5.270640424152715,0.0,3.0,23.0,31467.4808,79.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.26870604174822,0.0,3.0,7.0,7566.2504,89.0,False,True,True,False,True,True,False,True,False,True,True,True
1.0,5.211659527281361,0.0,2.0,18.0,9177.1778,94.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.0,1.0,2.0,22.0,25526.6283,18.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.0,1.0,1.0,22.0,31039.6446,21.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.268577429142676,0.0,2.0,8.0,4391.2629,12.0,False,True,True,False,True,True,False,False,False,False,True,True
1.0,50.0,0.0,3.0,6.0,39566.3264,62.0,False,True,True,False,True,True,False,False,False,False,True,True
0.0,5.270139146833924,0.0,3.0,11.0,37646.1843,72.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.269562004070576,0.0,3.0,7.0,4111.494,76.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.283069818072242,0.0,3.0,1.0,8178.8046,28.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.0,1.0,4.0,9.0,23162.0367,100.0,False,False,True,False,False,False,False,False,False,False,False,False
0.0,5.272846607755431,0.0,3.0,0.0,12972.8066,69.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.278753219785491,0.0,3.0,0.0,16920.8811,4.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,1.0,16.0,18628.7267,81.0,False,True,True,False,True,True,False,False,False,False,True,True
1.0,5.26850040188003,0.0,1.0,9.0,20131.6901,10.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.270858378753428,0.0,1.0,3.0,29414.0943,34.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,5.268931823547909,0.0,4.0,5.0,7326.9707,56.0,False,True,True,False,True,True,False,True,False,True,True,True
1.0,50.0,0.0,3.0,11.0,6617.5662,62.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,48.95238120874228,0.0,2.0,11.0,28809.8971,40.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,5.284044578769453,0.0,3.0,15.0,18153.048,23.0,True,False,True,False,False,False,False,False,False,False,True,True
1.0,5.2716008191638615,0.0,4.0,0.0,22246.4529,69.0,True,False,True,False,False,True,False,True,True,True,True,True
1.0,50.0,0.0,4.0,12.0,38585.2296,70.0,False,True,True,False,True,True,False,False,False,False,True,True
1.0,5.2093626370959925,0.0,1.0,21.0,28395.9814,98.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,3.0,0.0,24747.631,52.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,11.637872785654638,0.0,4.0,18.0,9008.5782,25.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,5.26888806407676,0.0,4.0,3.0,1438.8751,9.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,5.270804517587691,0.0,1.0,15.0,4553.6898,100.0,False,False,True,False,False,False,False,False,False,False,True,True
0.0,5.27385874780847,0.0,3.0,19.0,22027.3219,92.0,True,False,True,False,False,False,False,False,False,False,False,True
1.0,5.2729844207075205,0.0,2.0,20.0,5190.3125,54.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.270026258436895,0.0,4.0,15.0,4658.1947,79.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,2.0,14.0,22051.9332,78.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,5.270600754685848,0.0,2.0,14.0,2987.4087,66.0,True,False,True,False,False,False,False,False,False,False,False,False
1.0,11.63503352728373,0.0,3.0,3.0,13806.2185,21.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.268495957166847,0.0,3.0,16.0,11036.5168,85.0,True,False,True,False,False,False,False,False,False,False,False,True
1.0,5.269638014999252,0.0,2.0,5.0,3689.3279,67.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.216584017519861,0.0,4.0,14.0,12834.2726,98.0,True,False,True,False,False,False,False,False,False,False,False,True
1.0,50.0,0.0,1.0,1.0,20172.9207,63.0,True,False,True,False,False,False,False,False,False,False,False,True
1.0,5.276494594579271,0.0,4.0,6.0,10934.1473,82.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,4.0,15.0,26409.562,86.0,False,True,True,False,True,True,False,False,False,False,True,True
1.0,50.0,0.0,2.0,3.0,23022.8798,51.0,True,False,True,False,False,True,False,True,True,True,True,True
1.0,5.279334361145267,0.0,4.0,1.0,28072.4127,14.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,5.273470359623129,0.0,4.0,19.0,9981.7855,20.0,True,False,True,False,False,True,False,True,True,True,True,True
1.0,5.269106181329394,0.0,3.0,16.0,18028.3724,51.0,False,True,True,False,True,True,False,False,False,False,True,True
1.0,5.268744017495844,0.0,4.0,23.0,20433.6142,38.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.272015136397832,0.0,4.0,4.0,37407.0116,13.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.268439295885334,0.0,4.0,7.0,35669.8474,15.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,2.0,10.0,39673.5104,92.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.270937481666068,0.0,1.0,7.0,27487.0328,16.0,False,False,True,False,False,False,False,False,False,False,True,True
1.0,5.0,1.0,1.0,23.0,20128.7015,29.0,False,False,True,False,False,True,False,True,False,True,True,True
1.0,50.0,0.0,3.0,0.0,30693.3703,17.0,False,False,True,False,False,False,False,False,False,False,True,True
1.0,11.63280663485556,0.0,3.0,12.0,11645.1938,46.0,False,True,True,False,True,True,False,False,False,False,True,True
1.0,5.28862521433552,0.0,4.0,8.0,17734.7182,65.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.2719765861813634,0.0,4.0,10.0,13987.5178,49.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,4.0,19.0,30921.7776,64.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.268858077668539,0.0,1.0,15.0,15178.8342,74.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,11.63503352728373,0.0,3.0,20.0,32795.74,86.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.273823988162784,0.0,3.0,2.0,15095.4466,13.0,False,True,True,False,True,True,False,False,False,False,False,False
1.0,50.0,0.0,3.0,0.0,35107.1831,59.0,False,True,True,False,True,True,False,False,False,False,True,True
1.0,11.63503352728373,0.0,4.0,11.0,33128.568,48.0,False,False,True,False,False,False,False,False,False,False,False,False
0.0,5.273915189765978,0.0,2.0,11.0,26163.0031,52.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.289192560007024,0.0,3.0,16.0,16102.5878,25.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,48.95186428703998,0.0,2.0,8.0,21061.2943,79.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,50.0,0.0,1.0,20.0,30114.2897,69.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.284854647169254,0.0,2.0,2.0,25489.746,15.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,7.545949087766528,0.0,4.0,11.0,8038.5572,55.0,True,False,True,False,False,False,False,False,False,False,False,False
1.0,5.147644615134224,1.0,4.0,17.0,8860.527,100.0,True,False,True,False,False,False,False,False,False,False,False,False
1.0,5.270238657446513,0.0,2.0,10.0,37353.3863,87.0,True,False,True,False,False,False,False,False,False,False,False,True
1.0,5.270231872042883,0.0,2.0,16.0,31877.7392,89.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.272986322209261,0.0,3.0,15.0,8804.8752,38.0,False,True,True,False,True,True,False,True,False,True,True,True
1.0,5.269406104411525,0.0,4.0,22.0,19842.9111,77.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.278301500715042,0.0,4.0,7.0,31290.7959,2.0,True,False,True,False,False,False,False,False,False,False,False,False
1.0,5.276997652907381,0.0,2.0,4.0,1765.3344,33.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.208116379267676,0.0,4.0,6.0,9926.2023,96.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,5.0,1.0,3.0,22.0,30339.1979,36.0,True,False,True,False,False,False,False,False,False,False,False,False
1.0,5.2082242403648245,0.0,4.0,3.0,6449.3487,95.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.271704075523198,0.0,3.0,23.0,15210.5342,25.0,False,False,True,False,False,False,False,False,False,False,False,False
0.0,5.270666902233586,0.0,2.0,15.0,25183.1445,90.0,False,False,True,False,False,False,False,False,False,False,False,True
1.0,5.269750751722333,0.0,2.0,3.0,1432.49,92.0,True,False,True,False,False,False,False,False,False,False,False,False
1.0,5.280161931632228,0.0,3.0,11.0,29901.9999,19.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,50.0,0.0,3.0,5.0,1354.7992,46.0,False,False,True,False,False,False,False,False,False,False,False,True
1.0,5.215251909580658,0.0,4.0,20.0,1582.1079,93.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.280741603161189,0.0,1.0,18.0,32864.9944,5.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.279972966756617,0.0,3.0,22.0,25776.0422,72.0,True,False,True,False,False,False,False,False,False,False,True,True
1.0,5.2790178505908925,1.0,2.0,10.0,16904.1513,7.0,True,False,True,False,False,False,False,False,False,False,False,False
1.0,5.268651852014445,0.0,4.0,6.0,7688.9161,54.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,5.274711051393606,0.0,1.0,22.0,3535.5397,8.0,False,True,True,False,True,True,False,True,False,True,True,True
1.0,50.0,0.0,2.0,9.0,23939.5261,7.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,11.63188521080072,0.0,1.0,5.0,12299.9814,82.0,False,False,True,False,False,False,False,False,False,False,False,True
1.0,48.98284378342898,0.0,4.0,19.0,10375.6601,79.0,False,True,True,False,True,True,False,False,False,False,False,True
