sample_index,rules,n_satisfied_reqs,pred_req_0,real_req_0,pred_req_1,real_req_1,pred_req_2,real_req_2,pred_req_3,real_req_3,pred_req_4,real_req_4,pred_req_5,real_req_5,pred_req_6,real_req_6,pred_req_7,real_req_7,pred_req_8,real_req_8,pred_req_9,real_req_9,pred_req_10,real_req_10,pred_req_11,real_req_11
331,#threats > 74.00; flying_speed <= 16.92; 11.50 < day_time <= 18.00; countermeasure = 0.0; threat_range > 30101.55; day_time <= 18.00; #threats > 74.00; flying_speed <= 38.71; 11.50 < day_time <= 18.00; countermeasure = 0.0; threat_range > 30101.55; #threats > 74.00; flying_speed <= 16.92; formation = 0.0; flying_speed <= 16.92; #threats > 74.00; day_time > 11.50; countermeasure = 0.0; threat_range > 10893.09; #threats > 74.00; day_time <= 18.00; weather = 3.0; flying_speed <= 16.92; formation = 0.0; #threats > 74.00; 11.50 < day_time <= 18.00; threat_range > 30101.55; countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 16.92; #threats > 74.00; 11.50 < day_time <= 18.00; formation = 0.0; #threats > 74.00; flying_speed <= 16.92; weather = 3.0; day_time <= 18.00; formation = 0.0; countermeasure = 0.0; threat_range > 30101.55; flying_speed <= 16.92; weather = 3.0; 11.50 < day_time <= 18.00; countermeasure = 0.0; #threats > 74.00; formation = 0.0; threat_range > 20336.87; flying_speed <= 16.92; #threats > 74.00; countermeasure = 0.0; threat_range > 30101.55; formation = 0.0; weather = 3.0; 11.50 < day_time <= 18.00; day_time > 11.50; flying_speed <= 16.92; countermeasure = 0.0; #threats > 74.00; threat_range > 30101.55; weather = 3.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
332,day_time <= 18.00; weather = 1.0; threat_range <= 30101.55,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
340,weather = 3.0; flying_speed <= 16.92; #threats > 50.00; day_time > 6.00; formation = 0.0; threat_range <= 30101.55; #threats > 25.00; flying_speed <= 16.92; threat_range <= 10893.09; flying_speed <= 16.92; 6.00 < day_time <= 11.50; #threats > 50.00; weather = 3.0; threat_range <= 20336.87; countermeasure = 0.0; day_time > 6.00; flying_speed <= 16.92; #threats > 50.00; countermeasure = 0.0; flying_speed <= 16.92; #threats > 50.00; threat_range <= 10893.09; day_time <= 11.50; #threats > 50.00; threat_range <= 10893.09; flying_speed <= 16.92; day_time > 6.00; countermeasure = 0.0,7,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
351,weather = 3.0; #threats > 74.00; flying_speed > 16.92; #threats > 74.00; day_time <= 11.50,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
357,flying_speed <= 16.92; countermeasure = 0.0; #threats <= 25.00; day_time <= 18.00; #threats <= 25.00,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,flying_speed <= 38.71; threat_range <= 10893.09; #threats > 25.00; #threats > 74.00,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
383,#threats > 74.00; flying_speed <= 16.92; threat_range > 30101.55; day_time > 11.50; formation = 1.0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,threat_range <= 30101.55; flying_speed <= 16.92; day_time <= 18.00,2,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
389,flying_speed <= 16.92; flying_speed <= 28.09; threat_range > 10893.09; weather = 1.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
401,#threats > 25.00; weather = 1.0; #threats > 74.00; #threats > 74.00; countermeasure = 0.0; weather = 1.0; threat_range > 10893.09; #threats > 25.00; weather = 1.0,4,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
446,flying_speed <= 16.92,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
459,day_time > 6.00; weather = 1.0; #threats <= 25.00; day_time <= 18.00; weather = 1.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
515,#threats > 50.00; weather = 1.0; countermeasure = 0.0; 11.50 < day_time <= 18.00; formation = 1.0; 6.00 < day_time <= 18.00; countermeasure = 0.0; #threats > 25.00; weather = 1.0; countermeasure = 0.0; #threats > 50.00; day_time > 11.50; formation = 1.0,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
529,#threats > 74.00; threat_range <= 10893.09; countermeasure = 0.0; 11.50 < day_time <= 18.00; weather = 2.0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,flying_speed <= 16.92; formation = 1.0; countermeasure = 0.0; 11.50 < day_time <= 18.00; weather = 3.0; flying_speed <= 16.92; countermeasure = 0.0; threat_range > 30101.55; formation = 1.0; day_time > 11.50,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
546,flying_speed > 16.92; weather = 1.0; weather = 1.0; formation = 0.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
551,day_time <= 6.00; #threats > 74.00; flying_speed <= 28.09; countermeasure = 0.0; threat_range <= 10893.09; weather = 1.0; formation = 1.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
554,flying_speed <= 16.92; #threats > 74.00; threat_range <= 10893.09; 6.00 < day_time <= 11.50,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,#threats > 25.00; weather = 1.0; day_time <= 11.50; weather = 1.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
625,#threats > 50.00; weather = 1.0; day_time <= 11.50; formation = 0.0; threat_range > 10893.09; weather = 1.0; #threats > 50.00; flying_speed > 16.92,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
631,flying_speed <= 16.92; #threats > 74.00; threat_range > 30101.55; 11.50 < day_time <= 18.00; countermeasure = 0.0; weather = 1.0; #threats > 74.00; formation = 0.0; flying_speed <= 16.92; threat_range > 20336.87; countermeasure = 0.0; #threats > 74.00; weather = 1.0; #threats > 74.00; flying_speed <= 16.92; day_time > 11.50; countermeasure = 0.0; #threats > 74.00; weather = 1.0; countermeasure = 0.0; flying_speed <= 16.92; #threats > 74.00; 11.50 < day_time <= 18.00; threat_range > 10893.09; formation = 0.0; flying_speed <= 16.92; #threats > 74.00; countermeasure = 0.0; 11.50 < day_time <= 18.00; formation = 0.0; threat_range > 30101.55; weather = 1.0; #threats > 74.00; flying_speed <= 16.92; countermeasure = 0.0; 11.50 < day_time <= 18.00; formation = 0.0; #threats > 74.00; flying_speed <= 16.92; countermeasure = 0.0; 6.00 < day_time <= 18.00; formation = 0.0; flying_speed <= 16.92; countermeasure = 0.0; #threats > 74.00; threat_range > 30101.55; weather = 1.0; 11.50 < day_time <= 18.00; flying_speed <= 16.92; #threats > 74.00; countermeasure = 0.0; threat_range > 30101.55; day_time > 11.50,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
647,flying_speed <= 28.09; weather = 2.0; day_time <= 6.00; threat_range <= 20336.87,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
687,flying_speed <= 16.92; weather = 3.0; countermeasure = 0.0; formation = 1.0; #threats > 50.00; 11.50 < day_time <= 18.00,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,weather = 2.0; day_time > 18.00,2,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
719,6.00 < day_time <= 18.00; weather = 1.0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
739,weather = 2.0; day_time > 11.50; countermeasure = 0.0; #threats > 50.00,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
754,weather = 3.0; #threats > 50.00; flying_speed <= 28.09; flying_speed <= 16.92; #threats > 50.00; day_time > 11.50,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
763,6.00 < day_time <= 11.50; flying_speed <= 38.71; #threats > 25.00; day_time <= 18.00; weather = 1.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
783,flying_speed <= 16.92; #threats > 50.00; countermeasure = 0.0; 6.00 < day_time <= 18.00; formation = 1.0; threat_range > 20336.87; flying_speed <= 16.92; countermeasure = 0.0; threat_range > 20336.87; formation = 1.0; #threats > 50.00,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
797,countermeasure = 0.0; #threats > 74.00; day_time <= 18.00; flying_speed <= 28.09; threat_range <= 20336.87; weather = 3.0; #threats > 74.00,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
800,#threats > 50.00; weather = 1.0; flying_speed <= 28.09; day_time > 6.00; #threats > 74.00; weather = 1.0; day_time > 18.00; threat_range <= 10893.09; flying_speed <= 28.09; formation = 0.0; countermeasure = 1.0; threat_range <= 30101.55; weather = 1.0; day_time > 6.00; flying_speed <= 28.09,4,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
804,day_time <= 18.00; weather = 1.0; #threats > 50.00; flying_speed > 28.09; threat_range > 30101.55; day_time <= 18.00; weather = 1.0; flying_speed > 28.09,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
813,#threats > 74.00; flying_speed <= 16.92; threat_range > 30101.55; 11.50 < day_time <= 18.00; formation = 1.0; weather = 3.0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,#threats > 25.00; weather = 1.0; day_time <= 11.50; day_time <= 11.50; weather = 1.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
823,11.50 < day_time <= 18.00; countermeasure = 0.0; flying_speed <= 16.92; #threats > 50.00; 10893.09 < threat_range <= 20336.87; weather = 3.0; #threats <= 74.00; flying_speed <= 16.92; day_time <= 18.00; countermeasure = 0.0; #threats > 50.00; flying_speed <= 16.92; day_time > 11.50; 10893.09 < threat_range <= 30101.55; countermeasure = 0.0; formation = 1.0; 11.50 < day_time <= 18.00; flying_speed <= 16.92; #threats > 50.00; countermeasure = 0.0; weather = 3.0; threat_range <= 20336.87; formation = 1.0; flying_speed <= 16.92; #threats > 50.00; day_time > 11.50,6,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
834,day_time > 18.00; flying_speed <= 16.92; 20336.87 < threat_range <= 30101.55; countermeasure = 0.0; #threats <= 25.00; flying_speed <= 16.92; formation = 1.0; threat_range > 20336.87; countermeasure = 0.0; #threats <= 25.00; weather = 4.0; flying_speed <= 16.92; countermeasure = 0.0; formation = 1.0; day_time > 18.00; threat_range > 20336.87; weather = 4.0,4,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
836,weather = 4.0; flying_speed <= 16.92; day_time > 6.00; formation = 0.0; #threats > 50.00; countermeasure = 0.0; flying_speed <= 16.92; #threats > 74.00; day_time > 18.00; countermeasure = 0.0; weather = 4.0; formation = 0.0; #threats > 50.00; flying_speed <= 16.92,4,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
837,weather = 3.0; #threats > 74.00,2,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
895,threat_range > 20336.87; #threats > 74.00; day_time <= 18.00; weather = 4.0; formation = 1.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
898,#threats > 74.00; threat_range <= 10893.09; countermeasure = 0.0; formation = 1.0; day_time > 11.50; weather = 1.0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,#threats > 25.00; flying_speed <= 38.71; weather = 1.0; threat_range <= 10893.09; #threats > 74.00; flying_speed <= 16.92; countermeasure = 0.0; formation = 1.0; 11.50 < day_time <= 18.00; weather = 1.0; 11.50 < day_time <= 18.00; flying_speed <= 16.92; countermeasure = 0.0; #threats > 74.00; threat_range <= 10893.09; weather = 1.0; flying_speed <= 16.92; #threats > 74.00; threat_range <= 10893.09; day_time > 6.00; countermeasure = 0.0; formation = 1.0; weather = 1.0,5,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1
960,weather = 1.0; #threats > 25.00; threat_range > 10893.09; day_time > 6.00; weather = 1.0; threat_range > 10893.09,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
962,#threats > 74.00; countermeasure = 0.0; threat_range <= 10893.09; day_time > 6.00; flying_speed <= 38.71; weather = 2.0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,#threats > 74.00; flying_speed <= 16.92; threat_range <= 10893.09; 6.00 < day_time <= 11.50,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,day_time > 11.50; #threats > 74.00; flying_speed <= 28.09,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1011,flying_speed <= 38.71; #threats > 50.00; threat_range > 10893.09; day_time <= 6.00; countermeasure = 1.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1012,#threats > 25.00; weather = 1.0; day_time <= 6.00; weather = 1.0; #threats > 74.00; flying_speed <= 38.71,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1022,flying_speed <= 28.09; flying_speed <= 16.92; #threats > 74.00; countermeasure = 0.0; formation = 1.0; threat_range > 30101.55; day_time > 6.00,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1033,weather = 3.0; #threats > 74.00; threat_range <= 30101.55,2,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1038,flying_speed <= 16.92; day_time > 18.00; formation = 1.0; threat_range > 20336.87; #threats > 50.00; weather = 1.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1045,day_time <= 18.00; weather = 1.0; threat_range <= 30101.55,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1059,#threats > 74.00; threat_range > 30101.55; day_time > 11.50; flying_speed <= 38.71,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1073,threat_range <= 20336.87; #threats > 74.00; flying_speed <= 16.92; 11.50 < day_time <= 18.00; #threats > 74.00; flying_speed <= 16.92; threat_range <= 10893.09; formation = 0.0; day_time > 11.50; countermeasure = 0.0; #threats > 74.00; flying_speed <= 16.92; threat_range <= 10893.09; countermeasure = 0.0; flying_speed <= 16.92; weather = 4.0; day_time > 11.50; #threats > 25.00; threat_range <= 10893.09; #threats > 74.00; day_time > 6.00; countermeasure = 0.0; flying_speed <= 16.92; threat_range <= 10893.09; countermeasure = 0.0; flying_speed <= 16.92; 6.00 < day_time <= 18.00; #threats > 50.00,7,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1090,flying_speed <= 16.92; threat_range > 30101.55; countermeasure = 0.0; formation = 1.0; #threats > 50.00,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1121,#threats > 74.00; countermeasure = 0.0; day_time <= 18.00; flying_speed <= 28.09; flying_speed <= 28.09; #threats > 74.00; countermeasure = 0.0; threat_range > 20336.87; day_time > 6.00; countermeasure = 0.0; weather = 2.0; formation = 1.0; 6.00 < day_time <= 18.00; threat_range <= 30101.55; #threats > 25.00; 6.00 < day_time <= 11.50; countermeasure = 0.0; flying_speed <= 28.09; 20336.87 < threat_range <= 30101.55; formation = 1.0; #threats > 74.00; flying_speed <= 28.09; threat_range > 20336.87; countermeasure = 0.0; #threats > 74.00; 6.00 < day_time <= 18.00,6,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
1159,flying_speed <= 16.92; countermeasure = 0.0; threat_range > 30101.55; day_time > 18.00; #threats > 25.00; weather = 1.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1172,flying_speed <= 38.71; weather = 1.0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1189,flying_speed <= 28.09; #threats > 74.00; weather = 3.0,2,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1202,weather = 1.0; threat_range > 30101.55; flying_speed <= 38.71; day_time <= 18.00; weather = 1.0; flying_speed <= 38.71,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1206,#threats > 50.00; weather = 1.0; #threats > 50.00; flying_speed <= 28.09; day_time > 6.00,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1238,flying_speed <= 16.92; #threats > 74.00; threat_range <= 10893.09; weather = 4.0; flying_speed <= 16.92; weather = 4.0; day_time <= 6.00; #threats > 74.00; formation = 0.0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1251,flying_speed <= 16.92; #threats > 74.00; countermeasure = 0.0; threat_range <= 10893.09; day_time > 11.50; formation = 1.0; weather = 3.0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,#threats > 74.00; flying_speed <= 16.92; threat_range > 30101.55; 11.50 < day_time <= 18.00; formation = 1.0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1287,flying_speed <= 38.71; #threats > 74.00; #threats > 74.00; 6.00 < day_time <= 11.50; 28.09 < flying_speed <= 38.71; weather = 1.0; 10893.09 < threat_range <= 20336.87; formation = 1.0; countermeasure = 0.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1302,formation = 0.0; weather = 1.0; #threats > 50.00; threat_range > 10893.09,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1309,flying_speed <= 28.09; #threats > 74.00; threat_range <= 20336.87; #threats > 74.00; weather = 1.0; threat_range <= 30101.55; day_time <= 11.50,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1333,threat_range > 30101.55; countermeasure = 0.0; day_time <= 6.00; formation = 1.0; #threats <= 25.00; weather = 3.0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1337,#threats > 50.00; weather = 1.0; #threats > 25.00; weather = 1.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1340,#threats > 74.00; weather = 3.0; 6.00 < day_time <= 11.50; formation = 1.0; threat_range > 20336.87; flying_speed <= 28.09,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,weather = 1.0; threat_range > 10893.09; #threats <= 50.00; day_time <= 18.00; weather = 1.0; countermeasure = 1.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1353,flying_speed <= 28.09; #threats > 74.00; threat_range <= 10893.09; weather = 1.0; #threats > 74.00,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1372,#threats > 50.00; threat_range > 30101.55; formation = 1.0; 11.50 < day_time <= 18.00; countermeasure = 0.0; threat_range > 30101.55; formation = 1.0; countermeasure = 0.0; 11.50 < day_time <= 18.00; #threats > 50.00; #threats > 50.00; threat_range > 30101.55; formation = 1.0; countermeasure = 0.0; 6.00 < day_time <= 18.00; weather = 2.0,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1373,#threats > 50.00; weather = 1.0; #threats > 25.00; day_time <= 11.50,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1393,weather = 1.0; #threats > 50.00; #threats > 25.00; #threats > 50.00; formation = 0.0; day_time <= 18.00; countermeasure = 0.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1403,threat_range > 30101.55; countermeasure = 0.0; threat_range > 30101.55; #threats > 74.00; flying_speed <= 28.09; formation = 0.0; day_time > 6.00; weather = 3.0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1442,flying_speed <= 38.71; #threats > 74.00; flying_speed <= 16.92; #threats > 74.00; threat_range <= 10893.09; day_time > 18.00; countermeasure = 0.0; weather = 4.0; weather = 4.0; day_time > 11.50; threat_range <= 30101.55; #threats > 25.00; flying_speed <= 38.71; flying_speed <= 16.92; countermeasure = 0.0; #threats > 74.00; formation = 1.0; day_time > 11.50; weather = 4.0,5,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
