formation,flying_speed,countermeasure,weather,day_time,threat_range,#threats,req_0,req_1,req_2,req_3,req_4,req_5,req_6,req_7,req_8,req_9,req_10,req_11
0.0,13.417,0.0,4.0,17.0,1000.0,16.0,False,False,True,False,False,False,False,False,False,False,False,False
0.0,21.9768,0.0,1.0,20.0,1000.0,13.0,False,False,True,False,False,True,False,False,False,False,True,True
1.0,17.8947,0.0,2.0,20.0,1000.0,73.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,21.0452,0.0,1.0,16.0,1000.0,8.0,False,False,True,False,False,False,False,False,False,False,False,True
0.0,13.417,0.0,2.0,7.0,1000.0,13.0,False,True,True,False,True,True,False,True,False,True,True,True
0.0,13.417,0.0,2.0,10.0,1000.0,11.0,True,False,True,False,False,False,False,False,False,False,False,True
1.0,27.0347,0.0,1.0,4.0,1000.0,3.0,False,False,True,False,False,False,False,False,False,False,False,True
1.0,13.417,0.0,3.0,8.0,1000.0,5.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,39.8215,0.0,2.0,21.0,1000.0,98.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,34.117,0.0,4.0,5.0,1000.0,70.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,24.244,0.0,3.0,22.0,1000.0,4.0,False,True,True,False,True,True,False,False,False,False,True,True
0.0,16.6194,0.0,1.0,0.0,1000.0,1.0,True,False,True,False,False,False,False,False,False,False,False,False
1.0,24.244,0.0,3.0,0.0,1000.0,45.0,True,False,True,False,False,False,False,False,False,False,False,True
0.0,34.117,0.0,1.0,13.0,1000.0,51.0,False,True,True,False,True,True,False,False,False,False,False,False
0.0,13.417,0.0,3.0,14.0,1000.0,22.0,False,False,True,False,False,False,False,False,False,False,False,True
1.0,21.0031,0.0,3.0,5.0,1000.0,94.0,True,False,True,False,False,False,False,False,False,False,True,True
0.0,35.0464,0.0,4.0,23.0,1000.0,75.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,13.417,0.0,4.0,5.0,1000.0,83.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,20.8288,0.0,2.0,1.0,1000.0,32.0,False,True,True,False,True,True,False,False,False,False,False,True
0.0,44.2593,0.0,1.0,1.0,1000.0,39.0,False,True,True,False,True,True,False,False,False,False,False,True
0.0,33.1249,0.0,3.0,9.0,1000.0,59.0,False,False,True,False,False,False,False,False,False,False,False,True
0.0,17.5631,0.0,1.0,8.0,1000.0,21.0,False,True,True,False,True,True,False,False,False,False,True,True
0.0,48.9012,0.0,3.0,18.0,1000.0,58.0,False,True,True,False,True,True,False,False,False,False,False,True
0.0,33.4268,0.0,2.0,3.0,1000.0,4.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,9.7602,0.0,4.0,11.0,1000.0,32.0,False,False,True,False,False,False,False,False,False,False,False,True
0.0,29.5464,0.0,1.0,18.0,1000.0,28.0,False,False,True,False,False,False,False,False,False,False,False,True
1.0,42.9448,0.0,2.0,19.0,1000.0,44.0,False,True,True,False,True,True,False,False,False,False,False,False
0.0,34.117,0.0,3.0,5.0,1000.0,30.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,16.2398,0.0,2.0,8.0,1000.0,54.0,True,False,True,False,False,False,False,False,False,False,True,True
1.0,13.417,0.0,2.0,9.0,1000.0,23.0,True,False,True,False,False,False,False,False,False,False,False,False
0.0,13.417,0.0,2.0,6.0,1000.0,82.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,16.9644,0.0,1.0,21.0,1000.0,93.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,23.244,0.0,4.0,13.0,1000.0,27.0,False,False,True,False,False,False,False,False,False,False,False,True
1.0,49.0933,0.0,1.0,0.0,1000.0,62.0,False,False,True,False,False,False,False,False,False,False,True,True
0.0,34.117,0.0,3.0,4.0,1000.0,56.0,True,False,True,False,False,False,False,False,False,False,False,True
0.0,14.0314,0.0,3.0,7.0,1000.0,87.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,10.6426,0.0,2.0,5.0,1000.0,7.0,False,True,True,False,True,True,False,False,False,False,True,True
1.0,13.417,0.0,3.0,12.0,1000.0,24.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,33.061,0.0,1.0,6.0,1000.0,18.0,False,True,True,False,True,True,False,True,False,True,True,True
1.0,15.1262,0.0,2.0,20.0,1000.0,97.0,False,True,True,False,True,True,False,False,False,False,True,True
0.0,13.417,0.0,2.0,13.0,1000.0,17.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,37.6846,0.0,3.0,5.0,1000.0,21.0,False,True,True,False,True,True,False,True,False,True,True,True
1.0,13.417,0.0,4.0,15.0,1000.0,14.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,13.417,0.0,2.0,20.0,1000.0,86.0,False,False,True,False,False,False,False,False,False,False,False,False
0.0,31.0642,0.0,3.0,21.0,1000.0,53.0,True,False,True,False,False,True,False,True,True,True,True,True
1.0,27.287,0.0,2.0,4.0,1000.0,40.0,True,False,True,False,False,False,False,False,False,False,False,True
0.0,11.7707,0.0,4.0,18.0,1000.0,83.0,False,True,True,False,True,True,False,False,False,False,False,True
0.0,18.4208,0.0,3.0,3.0,1000.0,32.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,36.4011,0.0,2.0,0.0,1000.0,86.0,False,True,True,False,True,True,False,False,False,False,False,False
1.0,43.9931,0.0,2.0,7.0,1000.0,56.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,34.0057,0.0,1.0,7.0,1000.0,65.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,14.9225,0.0,2.0,10.0,1000.0,20.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,13.417,0.0,3.0,8.0,1000.0,21.0,True,False,True,False,False,False,False,False,False,False,False,False
0.0,21.676,0.0,4.0,20.0,1000.0,55.0,False,False,True,False,False,False,False,False,False,False,False,False
1.0,13.417,0.0,3.0,12.0,1000.0,92.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,17.0087,0.0,3.0,21.0,1000.0,4.0,False,True,True,False,True,True,False,False,False,False,False,True
0.0,23.3192,0.0,2.0,10.0,1000.0,29.0,False,True,True,False,True,True,False,False,False,False,False,False
1.0,10.6434,0.0,3.0,22.0,1000.0,75.0,False,False,True,False,False,False,False,False,False,False,False,True
1.0,13.417,0.0,4.0,10.0,1000.0,92.0,False,True,True,False,True,True,False,False,False,False,True,True
1.0,34.117,0.0,4.0,11.0,1000.0,70.0,False,False,True,False,False,True,False,False,False,False,True,True
1.0,19.0753,0.0,4.0,6.0,1000.0,53.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0,19.2717,0.0,1.0,6.0,1000.0,20.0,False,True,True,False,True,True,False,False,False,False,True,True
1.0,13.2397,0.0,1.0,13.0,1000.0,62.0,False,False,True,False,False,True,False,False,False,False,True,True
1.0,23.3164,0.0,3.0,13.0,1000.0,83.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,24.244,0.0,3.0,14.0,1000.0,17.0,False,True,True,False,True,True,False,False,False,False,False,True
0.0,34.117,0.0,1.0,15.0,1000.0,60.0,False,True,True,False,True,True,False,False,False,False,False,True
0.0,14.4572,0.0,4.0,18.0,1000.0,15.0,False,True,True,False,True,True,False,False,False,False,False,True
1.0,27.4121,0.0,1.0,6.0,1000.0,85.0,True,False,True,False,False,False,False,False,False,False,False,True
0.0,13.0511,0.0,3.0,0.0,1000.0,61.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,37.9876,0.0,3.0,18.0,1000.0,46.0,True,True,True,True,True,True,True,True,True,True,True,True
